,sno,rent,return
353,23,2247.769230769231,2494.076923076923
354,69,2534.4615384615386,2807.923076923077
355,106,2890.846153846154,2989.769230769231
356,164,3794.230769230769,3872.6923076923076
357,199,2965.3076923076924,3650.6153846153848
358,355,3743.4615384615386,3336.923076923077
359,158,3347.5384615384614,3085.5384615384614
360,129,3456.6153846153848,3241.769230769231
361,321,3808.846153846154,3506.153846153846
362,45,33379.307692307695,30322.0
363,62,8994.076923076924,8928.923076923076
364,145,4280.461538461538,4531.538461538462
365,107,5019.0,4161.153846153846
366,388,788.6923076923077,921.9230769230769
367,228,4494.307692307692,4343.461538461538
368,371,592.8461538461538,756.8461538461538
369,30,13486.461538461539,13268.538461538461
370,315,970.0769230769231,1205.6923076923076
371,341,2130.153846153846,2561.6923076923076
372,111,11958.846153846154,10596.846153846154
373,373,2253.0,1923.6923076923076
374,314,7693.076923076923,6640.538461538462
375,207,717.0,1033.0
376,348,474.7692307692308,1063.7692307692307
377,82,6586.923076923077,5727.7692307692305
378,16,4270.538461538462,4639.461538461538
379,204,1838.1538461538462,2648.6153846153848
380,229,627.3076923076923,1129.1538461538462
381,316,2824.6923076923076,3087.769230769231
382,50,2994.5384615384614,3168.0
383,218,4630.692307692308,5676.384615384615
384,75,6403.307692307692,7126.2307692307695
385,52,4007.230769230769,4458.0
386,289,5273.7692307692305,5655.461538461538
387,269,8307.153846153846,7404.076923076923
388,328,6142.7692307692305,6756.7692307692305
389,150,7679.846153846154,6932.384615384615
390,236,4951.923076923077,4715.615384615385
391,73,1908.6923076923076,2578.769230769231
392,258,2929.846153846154,1979.2307692307693
393,395,1027.6153846153845,1134.3846153846155
394,261,2101.3846153846152,2174.153846153846
395,167,2863.5384615384614,3038.6923076923076
396,171,9958.76923076923,9145.923076923076
397,377,1781.0,2290.923076923077
398,132,27935.30769230769,24616.615384615383
